Aufforderung,"Befehl, Bitte, Anweisung - request, demand, command - Der Chef schickt dem Mitarbeiter (Dat) die Aufforderung (Akk) des Vorgesetzten (Gen)."
Gegend,"Region, Bereich - area, region - Ich zeige dem Besucher (Dat) die schöne Gegend (Akk) der Stadt (Gen)."
Vertretung,"Ersatzperson, Repräsentation - substitution, representation - Der Manager erklärt dem Kollegen (Dat) die Vertretung (Akk) des Chefs (Gen)."
Stellenwert,"Bedeutung, Rang - significance, importance - Der Direktor zeigt der Abteilung (Dat) den hohen Stellenwert (Akk) der neuen Strategie (Gen)."
zahlreich,in großer Anzahl - numerous - Der Veranstalter zeigt den Gästen (Dat) die zahlreichen Angebote (Akk) des Festivals (Gen).
Voraussetzung,"Bedingung, Erfordernis - requirement, prerequisite - Die Uni erklärt den Bewerbern (Dat) die Voraussetzung (Akk) des Studiengangs (Gen)."
Realisierung,"Umsetzung, Verwirklichung - realization, implementation - Der Projektleiter präsentiert dem Team (Dat) die Realisierung (Akk) des Plans (Gen)."
Anliegen,"Wunsch, Sorge - concern, request - Der Kunde schildert der Mitarbeiterin (Dat) sein Anliegen (Akk) des Vertrags (Gen)."
ausgerichtet,"angepasst, fokussiert - aligned, aimed - Die Maßnahme ist auf die Bedürfnisse (Akk) der Kunden (Gen) ausgerichtet für die Firma (Dat)."
Marktforderung,"Nachfrage, Anspruch - market demand - Das Unternehmen liefert dem Großhändler (Dat) die Marktforderung (Akk) der Branche (Gen)."
wirken,"Einfluss haben, Wirkung erzielen - to affect, to have an effect - Der Redner erklärt dem Publikum (Dat), wie die Worte (Akk) auf die Meinung (Akk) der Zuhörer (Gen) wirken."
hart,"fest, robust - hard, tough - Der Trainer zeigt dem Sportler (Dat) das harte Training (Akk) der Mannschaft (Gen)."
angefasst,"berührt, behandelt - touched, handled - Der Vater zeigt dem Kind (Dat) das angefasste Buch (Akk) der Mutter (Gen)."
rauer Gegenstand,"grobe Sache, unebene Oberfläche - rough object - Der Lehrer gibt dem Schüler (Dat) den rauen Gegenstand (Akk) des Werkraums (Gen)."
einheimisch,"lokal, ortsansässig - native, local - Der Förster erklärt den Besuchern (Dat) die einheimischen Tiere (Akk) des Waldes (Gen)."
entspricht,"passt zu, deckt sich mit - corresponds to, matches - Die Lösung entspricht den Erwartungen (Dat) des Teams (Gen) und erfüllt die Anforderungen (Akk)."
prickelnd,"sprudelnd, belebend - sparkling, tingling, exciting - Der Barkeeper bringt dem Gast (Dat) das prickelnde Getränk (Akk) der Bar (Gen)."
sanftes Kerzenlicht,weiches Licht einer Kerze - soft candlelight - Die Gastgeberin zeigt den Gästen (Dat) das sanfte Kerzenlicht (Akk) des Wohnzimmers (Gen).
weist,"zeigt hin, macht aufmerksam - points out, indicates - Die Lehrerin weist dem Schüler (Dat) den Fehler (Akk) des Tests (Gen) hin."
gehoben,"hochwertig, exklusiv - upscale, sophisticated - Der Hotelier zeigt den Gästen (Dat) das gehobene Ambiente (Akk) des Restaurants (Gen)."
Ritter,mittelalterlicher Kämpfer - knight - Der König erzählt dem Kind (Dat) die Geschichte (Akk) des Ritters (Gen).
stoßen,"anstoßen, schubsen - to bump, to push - Der Junge stößt dem Freund (Dat) den Ball (Akk) des Nachbarn (Gen)."
einig,"einer Meinung, übereinstimmend - agreed, united - Die Mitglieder sind sich (Dat) über das Ziel (Akk) der Gruppe (Gen) einig."
Betriebssammlung,"Versammlung aller Mitarbeiter - company assembly, staff meeting - Der Chef lädt den Mitarbeitern (Dat) die Betriebssammlung (Akk) der Abteilung (Gen) ein."
wertvollst,von höchstem Wert - most valuable - Der Sammler zeigt dem Besucher (Dat) das wertvollste Stück (Akk) der Sammlung (Gen).
